"cik","entityName","sic","n","mean_y","sd_y","se_y","y_lo","y_hi","sic_num","x","sic_division"
55242,"KENNAMETAL INC.",3541,55,26320662.6712263,174197976.945937,23488850.4196651,-19717484.1513174,72358809.4937699,3541,3541.52828775174,"Manufacturing"
56679,"KORN FERRY",7361,55,29654170.0450815,161227740.844466,21739944.1405197,-12956120.4703371,72264460.5605,7361,7359.88466229069,"Services"
56701,"KOSS CORPORATION",3651,55,3918730.43444669,18659710.0627338,2516074.79157982,-1012776.15704975,8850237.02594314,3651,3651.89030749039,"Manufacturing"
57131,"LA-Z-BOY INCORPORATED",2510,55,23765324.0344268,155165725.268914,20922542.1270621,-17242858.534615,64773506.6034686,2510,2509.9256058001,"Manufacturing"
57515,"Lancaster Colony Corporation",2030,55,32409164.847976,22920109.8619398,3090546.98331245,26351692.7606836,38466636.9352684,2030,2030.40573880431,"Manufacturing"
63296,"MATTHEWS INTERNATIONAL CORP",3360,55,18190869.3469565,161376227.396851,21759966.0631588,-24458664.1368348,60840402.8307477,3360,3359.69219079299,"Manufacturing"
65270,"METHODE ELECTRONICS, INC.",3678,55,26558129.1986313,160245143.647212,21607450.7614706,-15792474.2938511,68908732.6911137,3678,3678.10707754631,"Manufacturing"
65312,"EVI Industries, Inc.",7200,55,4370777.13812158,18553214.0637989,2501714.87401286,-532584.014943622,9274138.29118679,7200,7199.83069048174,"Services"
66004,"MIDDLESEX WATER COMPANY",4941,55,9471495.31702632,18890067.7213196,2547136.211927,4479108.34164941,14463882.2924032,4941,4941.21577449385,"Transportation/Public Utilities"
66740,"3M COMPANY",3841,55,1150909334.8122,287908703.742498,38821601.6930324,1074818995.49385,1226999674.13054,3841,3841.66446859728,"Manufacturing"
66756,"ALLETE, Inc.",4931,55,45578600.5898123,25994140.0478425,3505049.12902113,38708704.2969309,52448496.8826938,4931,4932.78722889687,"Transportation/Public Utilities"
67887,"MOOG Inc.",3590,55,34052539.7829763,26730075.4338504,3604282.6362268,26988145.8159718,41116933.7499809,3590,3590.5474107626,"Manufacturing"
69422,"THE INTERGROUP CORPORATION",6513,55,4242268.26110195,20663720.6712187,2786295.52690291,-1218870.97162775,9703407.49383164,6513,6513.27314517348,"Finance/Insurance/Real Estate"
69891,"National Beverage Corp.",2086,55,26344570.1455814,20709818.7264044,2792511.38739611,20871247.8262851,31817892.4648778,2086,2086.11084769746,"Manufacturing"
70502,"NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORPORATION",6159,55,31467666.6668131,121928446.341665,16440828.3507815,-756356.900718655,63691690.2343448,6159,6158.53965403843,"Finance/Insurance/Real Estate"
72331,"NORDSON CORPORATION",3569,55,66318648.8738854,30985591.8961944,4178096.35895128,58129580.0103409,74507717.73743,3569,3568.70273791984,"Manufacturing"
72573,"MOVADO GROUP, INC.",3873,55,15059696.8519267,162135330.451281,21862323.4981373,-27790457.2044223,57909850.9082758,3873,3873.72627212699,"Manufacturing"
73290,"BIOMERICA, INC.",2835,55,3798713.22081633,18681582.9372799,2519024.12938195,-1138574.07277229,8736000.51440495,2835,2834.36348340035,"Manufacturing"
73309,"NUCOR CORPORATION",3312,55,175153849.562027,490554120.138894,66146304.0656839,45507093.5932862,304800605.530767,3312,3311.79105404088,"Manufacturing"
74260,"OLD REPUBLIC INTERNATIONAL CORPORATION",6351,55,112050159.272463,240170469.171343,32384579.4566103,48576383.537507,175523935.007419,6351,6349.95875031704,"Finance/Insurance/Real Estate"
78749,"AGILYSYS, INC.",7373,55,2673939.04937884,21677446.6286563,2922986.30711887,-3055114.11257413,8402992.21133182,7373,7372.83056048167,"Services"
78814,"PITNEY BOWES INC.",3579,55,44702219.5587517,169464555.060831,22850595.9428814,-84948.4892958328,89489387.6067993,3579,3580.84123273574,"Manufacturing"
80172,"NATIONAL PRESTO INDUSTRIES INC",3480,55,13200866.2725616,18378006.9759022,2478089.95510035,8343809.9605649,18057922.5845583,3480,3479.16797361336,"Manufacturing"
80420,"Powell Industries, Inc.",3613,55,12354882.7946508,160570353.091575,21651301.9940028,-30081669.1135947,54791434.7028964,3613,3612.51149811281,"Manufacturing"
80424,"PROCTER & GAMBLE CO",2840,55,1909435356.90003,1790150152.87952,241383797.371985,1436323114.05094,2382547599.74912,2840,2839.45222124876,"Manufacturing"
89439,"MUELLER INDUSTRIES, INC.",3350,55,39875454.2263453,31938782.559224,4306624.56173445,31434470.0853457,48316438.3673448,3350,3349.63496810105,"Manufacturing"
90168,"SIFCO Industries, Inc.",3724,55,4430327.45668508,20619124.836682,2780282.22580068,-1019025.70588425,9879680.61925441,3724,3724.22010043776,"Manufacturing"
91767,"SONOCO PRODUCTS COMPANY",2650,55,61874700.7866981,27481021.3861819,3705540.16778265,54611842.0578441,69137559.5155521,2650,2649.88899570132,"Manufacturing"
95029,"STURM, RUGER & COMPANY, INC.",3480,55,24411821.7795469,160182206.695707,21598964.3446608,-17922148.3359883,66745791.8950822,3480,3480.26236380132,"Manufacturing"
96793,"SUNLINK HEALTH SYSTEMS, INC.",8062,55,4035926.24781941,20760457.5480799,2799339.52471789,-1450779.22062766,9522631.71626648,8062,8061.05455690216,"Services"
96885,"TEL-INSTRUMENT ELECTRONICS CORP.",3670,55,3901162.42853235,18674975.0112304,2518133.1168152,-1034378.48042545,8836703.33749014,3670,3669.72656817451,"Manufacturing"
98362,"TIMKEN CO",3562,55,61385284.4475815,53724561.9472279,7244218.4551438,47186616.2754997,75583952.6196634,3562,3562.82880560005,"Manufacturing"
99780,"TRINITY INDUSTRIES INC",3743,55,68134324.9768359,105146105.593214,14177897.9858981,40345644.9244756,95923005.0291963,3743,3741.93709091697,"Manufacturing"
100378,"TWIN DISC INC",3560,55,4341485.09876495,21092209.5813565,2844072.95975929,-1232897.90236325,9915868.09989316,3560,3559.78122832538,"Manufacturing"
100493,"TYSON FOODS, INC.",2015,55,330231988.772021,297975648.532368,40179028.2515836,251481093.398917,408982884.145124,2015,2015.75544856014,"Manufacturing"
100726,"UNIFI, INC.",2200,55,13449185.3782027,160553030.775299,21648966.2533527,-28982788.4783685,55881159.2347739,2200,2200.51843888255,"Manufacturing"
102037,"UNIVERSAL CORPORATION",5150,55,34955933.7486428,160245623.841969,21607515.5109184,-7394796.65275728,77306664.150043,5150,5149.73231389268,"Wholesale Trade"
103595,"VILLAGE SUPER MARKET, INC.",5411,55,8899865.27366148,19031593.421211,2566219.53340736,3870074.98818305,13929655.5591399,5411,5412.56659641023,"Retail Trade"
104894,"ELME COMMUNITIES",6798,55,26106780.3939232,166665667.766041,22473194.0570418,-17940679.9578788,70154240.7457252,6798,6797.86240660662,"Finance/Insurance/Real Estate"
105132,"WD-40 COMPANY",2890,55,13455571.5145137,18570473.6657972,2504042.15827155,8547648.88430145,18363494.1447259,2890,2890.37117254274,"Manufacturing"
107140,"JOHN WILEY & SONS, INC.",2731,55,36519268.1247153,34316382.1048482,4627220.01906495,27449916.887348,45588619.3620826,2731,2731.98600740447,"Manufacturing"
108312,"WOODWARD, INC.",3620,55,45205612.5102491,23511821.4826019,3170333.3619661,38991759.1207955,51419465.8997026,3620,3619.50401959058,"Manufacturing"
108385,"WORLD ACCEPTANCE CORPORATION",6141,55,26370031.4288486,160216185.599039,21603546.0590515,-15972918.8468923,68712981.7045894,6141,6139.87694923684,"Finance/Insurance/Real Estate"
109177,"Spectrum Brands Holdings, Inc.",3690,55,15668745.3840917,168800244.708254,22761020.3532133,-28942854.5082063,60280345.2763897,3690,3689.06714309057,"Manufacturing"
109380,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION",6021,55,70382623.7092955,188558727.107762,25425253.5764594,20549126.6994351,120216120.719156,6021,6021.22807226958,"Finance/Insurance/Real Estate"
109563,"APPLIED INDUSTRIAL TECHNOLOGIES, INC.",5080,55,35244720.4706242,33890683.2455782,4569818.79659083,26287875.6293062,44201565.3119422,5080,5079.59769388167,"Wholesale Trade"
110621,"RPM INTERNATIONAL INC/DE/",2851,55,65412161.8606792,53622063.081585,7230397.51091997,51240582.739276,79583740.9820823,2851,2851.60839185496,"Manufacturing"
205402,"GRAYBAR ELECTRIC COMPANY, INC.",5063,55,29755904.4308592,22255573.0956483,3000940.86402534,23874060.3373696,35637748.5243489,5063,5062.66500221458,"Wholesale Trade"
216877,"PISMO COAST VILLAGE, INC.",7000,55,4215908.77184424,18583888.1558136,2505850.96773636,-695559.124919035,9127376.66860751,7000,6999.13066860788,"Services"
276720,"PURE CYCLE CORPORATION",4941,55,4288547.61509693,18732454.5843682,2525883.660876,-662184.360220023,9239279.59041388,4941,4940.62970333172,"Transportation/Public Utilities"
278166,"CAVCO INDUSTRIES INC.",2451,55,14101499.200768,21633775.5613846,2917097.70160923,8383987.70561389,19819010.6959221,2451,2449.03017423352,"Manufacturing"
310764,"STRYKER CORP",3841,55,378035250.433937,287584204.279503,38777846.1943683,302030671.892975,454039828.974899,3841,3840.78320593905,"Manufacturing"
313143,"HAEMONETICS CORPORATION",3841,55,13167318.0439751,161076549.76584,21719557.5396365,-29403014.7337125,55737650.8216627,3841,3841.75090178825,"Manufacturing"
315189,"DEERE & CO",3523,55,673538798.521731,401926123.45301,54195707.4304807,567315211.957989,779762385.085473,3523,3522.17005691332,"Manufacturing"
316253,"ENZO BIOCHEM, INC.",2836,55,2943011.54792389,22244517.691504,2999450.15363463,-2935910.75319998,8821933.84904775,2836,2836.17538759049,"Manufacturing"
318299,"SPARTA COMMERCIAL SERVICES, INC.",7389,55,3743955.77599148,20694722.634994,2790475.83084558,-1725376.85246585,9213288.40444881,7389,7387.59328898041,"Services"
320187,"NIKE, Inc.",3021,55,710064133.929292,456251898.561299,61520993.4517241,589482986.763913,830645281.094672,3021,3020.67156043388,"Manufacturing"
320193,"Apple Inc.",3571,55,10871507620.1459,6998960334.94247,943739619.04078,9021777966.82598,12721237273.4658,3571,3571.04667135144,"Manufacturing"
355019,"FONAR CORPORATION",3845,55,7146865.27333491,19229021.1138373,2592840.67805038,2064897.54435617,12228833.0023137,3845,3845.03567807656,"Manufacturing"
356309,"NEW JERSEY RESOURCES CORPORATION",4924,55,35496221.7300086,56170078.9928754,7573971.90630921,20651236.7936426,50341206.6663747,4924,4922.91046055575,"Transportation/Public Utilities"
703351,"BRINKER INTERNATIONAL, INC.",5812,55,37127601.2116242,27084255.0290915,3652040.20310658,29969602.4135353,44285600.0097131,5812,5811.02031100282,"Retail Trade"
704172,"PHI GROUP, INC.",8741,55,3891873.42069786,18655794.4819598,2515546.81477596,-1038598.33626302,8822345.17765874,8741,8739.60048630709,"Services"
706863,"UNION BANKSHARES, INC.",6022,55,6343775.36284403,19364345.6765449,2611087.83836345,1226043.19965166,11461507.5260364,6022,6020.71327923308,"Finance/Insurance/Real Estate"
707549,"LAM RESEARCH CORPORATION",3559,55,262814410.159029,314034447.542017,42344396.2683096,179819393.473142,345809426.844915,3559,3558.87183087412,"Manufacturing"
707605,"AMERISERV FINANCIAL INC /PA/",6021,55,5592396.63929097,19527321.8735733,2633063.54428771,431592.092487058,10753201.1860949,6021,6022.35879879057,"Finance/Insurance/Real Estate"
711377,"Neogen Corporation",2835,55,11709138.3824645,18742777.9373993,2527275.66151474,6755678.08589558,16662598.6790334,2835,2834.95219526826,"Manufacturing"
711404,"The Cooper Companies, Inc.",3851,55,109722520.492439,286462395.643761,38626581.5487829,34014420.6568244,185430620.328053,3851,3850.34692099768,"Manufacturing"
712515,"ELECTRONIC ARTS INC.",7372,55,154734050.91482,377299458.821447,50875048.648975,55018955.5628292,254449146.266811,7372,7372.80244605298,"Services"
712770,"ONE LIBERTY PROPERTIES, INC.",6798,55,9374042.68821585,19131055.3563432,2579630.97800464,4317965.97132674,14430119.405105,6798,6797.8714299329,"Finance/Insurance/Real Estate"
713425,"LOGILITY SUPPLY CHAIN SOLUTIONS, INC.",7372,55,7130003.09170679,19283604.3616231,2600200.68168037,2033609.75561326,12226396.4278003,7372,7373.22339623927,"Services"
715446,"ANIXA BIOSCIENCES, INC.",2834,55,3216735.20316629,20841960.2904302,2810329.35225448,-2291510.3272525,8724980.73358508,2834,2833.63508753682,"Manufacturing"
716314,"GRAHAM CORP",3560,55,5309023.57711391,20493087.3128874,2763287.32955918,-107019.588822071,10725066.7430499,3560,3560.05085630953,"Manufacturing"
717423,"MURPHY OIL CORPORATION",1311,55,76540660.2890008,353531350.377636,47670157.5602093,-16892848.5290094,169974169.107011,1311,1310.39469338665,"Mining"
720005,"RAYMOND JAMES FINANCIAL, INC.",6211,55,122426109.874025,93965943.6985124,12670365.2635532,97592193.9574606,147260025.790589,6211,6209.00620459151,"Finance/Insurance/Real Estate"
720154,"INOTIV, INC.",8731,55,2461199.29980482,22026474.690793,2970049.24141655,-3360097.21337162,8282495.81298126,8731,8732.1204103964,"Services"
720762,"NON INVASIVE MONITORING SYSTEMS INC /FL/",3845,55,3947845.02081633,18642308.4428206,2513728.3576294,-979062.560137287,8874752.60176994,3845,3844.00798706562,"Manufacturing"
720875,"Dynatronics Corporation",3841,55,3889223.8163786,18663576.5364636,2516596.1467912,-1043304.63133214,8821752.26408935,3841,3842.42992651068,"Manufacturing"
721371,"Cardinal Health, Inc.",5122,55,172968209.600431,770526530.447266,103897776.170365,-30671431.6934849,376607850.894346,5122,5121.79472598567,"Wholesale Trade"
723125,"Micron Technology, Inc.",3674,55,764449879.02223,1100348820.14949,148371004.641276,473642709.925329,1055257048.11913,3674,3673.93386089446,"Manufacturing"
723254,"Cintas Corporation",2320,55,112662652.954039,90110530.0886023,12150501.3984451,88847670.2130864,136477635.694991,2320,2321.09640948258,"Manufacturing"
725363,"CEL-SCI CORPORATION",2836,55,433751.770566973,21845792.2651524,2945686.02811326,-5339792.84453503,6207296.38566897,2836,2834.90339412419,"Manufacturing"
729986,"UNITED BANKSHARES INC/WV",6022,55,42102070.4313814,28647824.7871333,3862871.90627126,34530841.4950897,49673299.367673,6022,6021.37531342037,"Finance/Insurance/Real Estate"
730263,"THOR Industries, Inc.",3716,55,58890226.3498743,55539872.1209997,7488994.82904081,44211796.4849543,73568656.2147942,3716,3715.70352503624,"Manufacturing"
730464,"Adtalem Global Education Inc.",8200,55,16999579.418692,166286499.168542,22422066.973785,-26947671.8499266,60946830.6873107,8200,8200.4850511471,"Services"
731653,"UNITED BANCORP INC /OH/",6022,55,4943489.14663442,18431817.0852511,2485345.70876479,72211.5574554261,9814766.73581341,6022,6023.08780214,"Finance/Insurance/Real Estate"
732026,"TRIO-TECH INTERNATIONAL",3559,55,4086975.6935436,18614673.5726044,2510002.0724896,-832628.368536022,9006579.75562322,3559,3559.62432215373,"Manufacturing"
733590,"Transcontinental Realty Investors, Inc.",6798,55,4335156.96933347,22051672.9236064,2973446.97043597,-1492799.09272103,10163113.031388,6798,6799.43733289528,"Finance/Insurance/Real Estate"
746514,"New England Realty Associates Limited Partnership",6513,55,5000043.64420935,20426757.3204798,2754343.3952075,-398469.410397352,10398556.6988161,6513,6515.03199570256,"Finance/Insurance/Real Estate"
746598,"BRADY CORP",3990,55,25687681.4572186,160809451.24978,21683541.9830782,-16812060.8296146,68187423.7440517,3990,3990.56763985387,"Manufacturing"
750558,"QNB Corp.",6022,55,6677011.72648039,19294102.0109994,2601616.18443351,1577844.00499071,11776179.4479701,6022,6022.91159595728,"Finance/Insurance/Real Estate"
763532,"LSI INDUSTRIES INC.",3640,55,4195978.98974799,20846927.8857688,2810999.18267329,-1313579.40829166,9705537.38778765,3640,3641.09166982783,"Manufacturing"
765207,"FIRST BANCORP, INC",6021,55,8656009.82678242,18933572.7266093,2553002.42564355,3652125.07252105,13659894.5810438,6021,6021.47686940988,"Finance/Insurance/Real Estate"
768408,"Cyanotech Corp",2833,55,3922197.68340387,18660406.3639079,2516168.68081098,-1009492.93098565,8853888.2977934,2833,2832.45468846872,"Manufacturing"
771497,"ABM INDUSTRIES INCORPORATED",7340,55,23591041.4303853,160826564.570352,21685849.5427535,-18913223.6734115,66095306.5341821,7340,7340.35096568154,"Services"
771856,"CHAMPIONS ONCOLOGY, INC.",2836,55,3659699.05227221,20724066.125943,2794432.50635799,-1817388.66018945,9136786.76473386,2836,2836.82226304038,"Manufacturing"
772406,"CIRRUS LOGIC, INC.",3674,55,43053833.8424027,162341291.14905,21890095.2329589,149247.185803145,85958420.4990022,3674,3674.7493165522,"Manufacturing"
775057,"ALTEX INDUSTRIES INC",1311,55,3989444.58385591,18632099.5468521,2512351.79037782,-934764.925284612,8913654.09299644,1311,1311.96651796978,"Mining"
779152,"JACK HENRY & ASSOCIATES, INC.",7373,55,58583907.3350694,30362328.3313903,4094055.51701743,50559558.5217153,66608256.1484236,7373,7374.25977388144,"Services"
779544,"ARK RESTAURANTS CORP.",5812,55,5008857.29645571,20452377.8668122,2757798.06897021,-396426.9187259,10414141.5116373,5812,5812.6396224325,"Retail Trade"
783412,"DAILY JOURNAL CORPORATION",2711,55,11706622.7164905,161138534.498108,21727915.5592305,-30880091.7796014,54293337.2125823,2711,2711.31254456819,"Manufacturing"
785786,"PLEXUS CORP.",3672,55,25511757.9658156,28078428.2441011,3786094.49207139,18091012.7613557,32932503.1702755,3672,3671.97423932463,"Manufacturing"
785956,"J&J SNACK FOODS CORP.",2052,55,33527254.1217888,31147084.3710369,4199871.99981681,25295505.0021479,41759003.2414298,2052,2053.52452216199,"Manufacturing"
788329,"Johnson Outdoors Inc.",3949,55,16336516.7175564,160514206.850207,21643731.2363612,-26085196.5057116,58758229.9408244,3949,3949.84063763206,"Manufacturing"
788920,"PRO-DEX, INC.",3841,55,4410127.10173556,18552937.2877237,2501677.5535345,-493160.903192056,9313415.10666318,3841,3842.45310652788,"Manufacturing"
789019,"MICROSOFT CORPORATION",7372,55,4871380811.44548,5305102415.03314,715339863.713752,3469314678.56653,6273446944.32444,7372,7371.3282888312,"Services"
792966,"FARMERS & MERCHANTS BANCORP, INC.",6035,55,7320993.54466221,19179915.9947217,2586219.34513958,2252003.62818864,12389983.4611358,6035,6034.46463853181,"Finance/Insurance/Real Estate"
794619,"American Woodmark Corp",2430,55,17962546.1671664,160649283.769843,21661945.0044893,-24494866.0416325,60419958.3759654,2430,2429.44274520668,"Manufacturing"
800240,"The ODP Corporation",5940,55,-2016983.6365865,101940433.307312,13745645.2230466,-28958448.2737579,24924481.0005849,5940,5940.13844593484,"Retail Trade"
804328,"QUALCOMM INC/DE",3663,55,1024036879.1236,1207663244.2931,162841278.640864,704867972.98751,1343205785.2597,3663,3664.06079652774,"Manufacturing"
807863,"MITEK SYSTEMS, INC.",3577,55,4575515.65086227,20643608.8829153,2783583.6539213,-880308.310823474,10031339.612548,3577,3576.02829094025,"Manufacturing"
807882,"JACK IN THE BOX INC.",5812,55,27940663.3638844,160272815.572626,21611182.0431322,-14417253.4406547,70298580.1684234,5812,5811.1344733266,"Retail Trade"
810136,"PHOTRONICS, INC.",3674,55,11287894.573972,19195989.1483349,2588386.64873065,6214656.74245995,16361132.4054841,3674,3674.36666769959,"Manufacturing"
812011,"Vail Resorts, Inc.",7990,55,33778549.1477848,120476398.894978,16245034.3130121,1938281.89428098,65618816.4012885,7990,7989.88726030362,"Services"
817720,"SYNAPTICS INCORPORATED",3674,55,17549869.0026,161505752.400796,21777431.2111279,-25133896.1712106,60233634.1764107,3674,3674.55878545247,"Manufacturing"
820771,"GOLIATH FILM AND MEDIA HOLDINGS",7822,55,4008172.66998461,18627995.8053662,2511798.44198875,-914952.276313345,8931297.61628257,7822,7822.84089693426,"Services"
823277,"CHS Inc.",5150,55,140948146.678925,211274542.938256,28488253.5581913,85111169.70487,196785123.65298,5150,5150.22496834532,"Wholesale Trade"
825324,"Good Times Restaurants Inc.",5812,55,3939890.00866473,18847849.8596944,2541443.55662676,-1041339.36232371,8921119.37965317,5812,5811.57793368341,"Retail Trade"
827054,"MICROCHIP TECHNOLOGY INCORPORATED",3674,55,71599365.5846385,64291788.422976,8669102.98245726,54607923.7390223,88590807.4302547,3674,3673.70514705425,"Manufacturing"
828530,"ADMIRAL FINANCIAL CORP.",6035,55,4042499.56627087,18620630.3272053,2510805.28111614,-878678.784716762,8963677.9172585,6035,6037.06882994758,"Finance/Insurance/Real Estate"
829224,"Starbucks Corporation",5810,55,540078857.149938,483416779.674125,65183905.2737437,412318402.8134,667839311.486476,5810,5810.17517708475,"Retail Trade"
833444,"JOHNSON CONTROLS INTERNATIONAL PLC",3585,55,275721065.914768,711074516.209909,95881268.2059674,87793780.231072,463648351.598464,3585,3585.29561940175,"Manufacturing"
834071,"TOYOTA MOTOR CREDIT CORPORATION",6141,55,314709600.195522,438010599.647966,59061337.2080201,198949379.267803,430469821.123242,6141,6140.50848122108,"Finance/Insurance/Real Estate"
836157,"Lindsay Corporation",3523,55,16049890.1761324,160390046.207217,21626989.4186758,-26339009.0844721,58438789.4367369,3523,3522.96658291343,"Manufacturing"
849146,"LIFEVANTAGE CORP",2834,55,5119795.05869525,21747758.1805484,2932467.11484191,-627840.486394906,10867430.6037854,2834,2834.56514473563,"Manufacturing"
849401,"ADM TRONICS UNLIMITED, INC.",3845,55,4039083.46317422,18621774.0789449,2510959.50456924,-882397.165781484,8960564.09212993,3845,3845.60388986768,"Manufacturing"
854775,"DIGI INTERNATIONAL INC.",3576,55,6297967.30119591,19439111.8951994,2621169.3132302,1160475.44726473,11435459.1551271,3576,3575.80987944265,"Manufacturing"
857005,"PTC Inc.",7372,55,23386448.2173895,161282014.332009,21747262.376087,-19238186.039741,66011082.4745201,7372,7371.46312109338,"Services"
858877,"CISCO SYSTEMS, INC.",3576,55,1924998861.67305,1685933369.45875,227331209.162256,1479429691.71502,2370568031.63107,3576,3574.41257999541,"Manufacturing"
859070,"FIRST COMMUNITY BANKSHARES INC /VA/",6022,55,9789004.16753561,18850153.5106205,2541754.18085427,4807165.97306125,14770842.36201,6022,6021.46385149455,"Finance/Insurance/Real Estate"
